,0,1,2,3,4
151673_500_15_4,0.412875220562512,0.4253787767105053,0.41135489611606213,0.4877462805809528,0.47808370164232245
151673_1000_5_2,0.41422520325617684,0.41165376972531675,0.3481882225289431,0.4130703773755201,0.47477984116230176
151673_1000_5_3,0.42192001344796615,0.3942265286808391,0.46608982858739634,0.43985645233337684,0.5341813895956726
151673_1000_5_4,0.4524248108460604,0.33428014863592154,0.40863283905057945,0.4338651796996388,0.42379342993479185
151673_1000_10_2,0.3673591818835622,0.49031815118628286,0.523808475969974,0.4578164487513044,0.5044549326184564
151673_1000_10_3,0.488722320272285,0.4762909419411331,0.5187915153835199,0.4676142194379461,0.46399724806577286
151673_1000_10_4,0.3698253445603003,0.39984429198105315,0.5030282284243524,0.3723714284235648,0.4667495090049392
151673_1000_15_2,0.4697759778720344,0.38465542328904373,0.4752660486590497,0.4789615495852964,0.4487628014915562
151673_1000_15_3,0.3722317749765749,0.5050128853717153,0.48055758550975974,0.4747257162005806,0.48255772469480607
151673_1000_15_4,0.3590681369326319,0.3841599560945065,0.47677365849840625,0.4906783225587797,0.4221176171393342
151673_2000_5_2,0.48021532262479,0.5473821402384113,0.4948950772073136,0.4908118627881135,0.4577225763911225
151673_2000_5_3,0.39690214113496275,0.5213313446039467,0.48149779459392733,0.4891767811182576,0.42940186638989536
151673_2000_5_4,0.4006741767643305,0.524061648302068,0.4675017663978405,0.4831037458186671,0.456943774730234
151673_2000_10_2,0.3547158512752563,0.4925758192811422,0.49875110641017895,0.5115831871790264,0.37233906924070453
151673_2000_10_3,0.47333502938663286,0.4874828644247607,0.48086734386758706,0.5013989447465714,0.31054127077187044
151673_2000_10_4,0.35620892214950506,0.44489356926402673,0.3785057578852786,0.49845148396158795,0.4743398221508786
151673_2000_15_2,0.4752432945970933,0.5275969075849674,0.5130536392000749,0.4685296166088547,0.39701520542911634
151673_2000_15_3,0.36398719233054816,0.504234480928904,0.4348639674766351,0.4965885925511534,0.3661981884353045
151673_2000_15_4,0.48655906318119196,0.3602824075270201,0.36376689052077427,0.3287267973660945,0.4386716345690385
151673_5000_5_2,0.5057811271047112,0.5104080426695609,0.483154078976512,0.498267346874832,0.4720671862800079
