,0,1,2,3
151673_1000_100_50_10_300,0.2290868198876624,0.2290868198876624,0.2290868198876624,
151673_1000_100_50_10_500,0.24491058038458235,0.24491058038458235,0.24491058038458235,
151673_1000_100_50_30_100,0.34719170810000627,0.34719170810000627,0.34719170810000627,
151673_1000_100_50_30_300,0.32134075404938073,0.32134075404938073,0.32134075404938073,
151673_1000_100_50_30_500,0.34501573583882994,0.34501573583882994,0.34501573583882994,
151673_1000_100_50_50_100,0.3734536579917267,0.3734536579917267,0.3734536579917267,
151673_1000_100_50_50_300,0.36566668684883213,0.36566668684883213,0.36566668684883213,
151673_1000_100_50_50_500,0.2973191340018769,0.2973191340018769,0.2973191340018769,
151673_2000_50_15_10_100,0.29656556408937595,0.29656556408937595,0.29656556408937595,
151673_2000_50_15_10_300,0.3913861604664814,0.3913861604664814,0.3913861604664814,
151673_2000_50_15_10_500,0.2746910963163158,0.2746910963163158,0.2746910963163158,
151673_2000_50_15_30_100,0.45725667364846573,0.45725667364846573,0.45725667364846573,
151673_2000_50_15_30_300,0.4519712153679816,0.4519712153679816,0.4519712153679816,
151673_2000_50_15_30_500,0.4950715934417152,0.4950715934417152,0.4950715934417152,
151673_2000_50_15_50_100,0.39784016094836955,0.39784016094836955,0.39784016094836955,
151673_2000_50_15_50_300,0.4395432867107334,0.4395432867107334,0.4395432867107334,
151673_2000_50_15_50_500,0.31802624590562045,0.31802624590562045,0.31802624590562045,
151673_2000_50_30_10_100,0.35581989923680135,0.35581989923680135,0.35581989923680135,
151673_2000_50_30_10_300,0.4013215361794393,0.4013215361794393,0.4013215361794393,
151673_2000_50_30_10_500,0.29907902191573477,0.29907902191573477,0.29907902191573477,
151673_2000_50_30_30_100,0.43882667883898546,0.43882667883898546,0.43882667883898546,
151673_2000_50_30_30_300,0.35007182277762955,0.35007182277762955,0.35007182277762955,
151673_2000_50_30_30_500,0.3594610024728839,0.3594610024728839,0.3594610024728839,
151673_2000_50_30_50_100,0.45936862185188476,0.45936862185188476,0.45936862185188476,
151673_2000_50_30_50_300,0.4029948275733162,0.4029948275733162,0.4029948275733162,
151673_2000_50_30_50_500,0.4451766387110329,0.4451766387110329,0.4451766387110329,
151673_2000_50_50_10_100,0.30515092349940265,0.30515092349940265,0.30515092349940265,
151673_2000_50_50_10_300,0.40935432041771386,0.40935432041771386,0.40935432041771386,
151673_2000_50_50_10_500,0.2521208170934847,0.2521208170934847,0.2521208170934847,
151673_2000_50_50_30_100,0.4227578674572474,0.4227578674572474,0.4227578674572474,
151673_2000_50_50_30_300,0.4553519072550866,0.4553519072550866,0.4553519072550866,
151673_2000_50_50_30_500,0.4275666490333661,0.4275666490333661,0.4275666490333661,
151673_2000_50_50_50_100,0.39121374241181994,0.39121374241181994,0.39121374241181994,
151673_2000_50_50_50_300,0.3789247337066143,0.3789247337066143,0.3789247337066143,
151673_2000_50_50_50_500,0.4232168215771124,0.4232168215771124,0.4232168215771124,
151673_2000_100_15_10_100,0.284457639427828,0.284457639427828,0.284457639427828,
151673_2000_100_15_10_300,0.2849123646368243,0.2849123646368243,0.2849123646368243,
151673_2000_100_15_10_500,0.2780682335346277,0.2780682335346277,0.2780682335346277,
151673_2000_100_15_30_100,0.3638745998411388,0.3638745998411388,0.3638745998411388,
151673_2000_100_15_30_300,0.35423765353195286,0.35423765353195286,0.35423765353195286,
151673_2000_100_15_30_500,0.2551828279225216,0.2551828279225216,0.2551828279225216,
151673_2000_100_15_50_100,0.3876011171313558,0.3876011171313558,0.3876011171313558,
151673_2000_100_15_50_300,0.3919990642511842,0.3919990642511842,0.3919990642511842,
151673_2000_100_15_50_500,0.30390665026679015,0.30390665026679015,0.30390665026679015,
151673_2000_100_30_10_100,0.22732430199518994,0.22732430199518994,0.22732430199518994,
151673_2000_100_30_10_300,0.2247685148292399,0.2247685148292399,0.2247685148292399,
151673_2000_100_30_10_500,0.1583832842687074,0.1583832842687074,0.1583832842687074,
151673_2000_100_30_30_100,0.3774895387748349,0.3774895387748349,0.3774895387748349,
151673_2000_100_30_30_300,0.3864232069689064,0.3864232069689064,0.3864232069689064,
151673_2000_100_30_30_500,0.39531254919698366,0.39531254919698366,0.39531254919698366,
151673_2000_100_30_50_100,0.4115357724532112,0.4115357724532112,0.4115357724532112,
151673_2000_100_30_50_300,0.34445847991657247,0.34445847991657247,0.34445847991657247,
151673_2000_100_30_50_500,0.29942664336411406,0.29942664336411406,0.29942664336411406,
151673_2000_100_50_10_100,0.25837435841019735,0.25837435841019735,0.25837435841019735,
151673_2000_100_50_10_300,0.2489903358759585,0.2489903358759585,0.2489903358759585,
151673_2000_100_50_10_500,0.1614737108003111,0.1614737108003111,0.1614737108003111,
151673_2000_100_50_30_100,0.4397067114959643,0.4397067114959643,0.4397067114959643,
151673_2000_100_50_30_300,0.41881856379145893,0.41881856379145893,0.41881856379145893,
151673_2000_100_50_30_500,0.288208683984237,0.288208683984237,0.288208683984237,
151673_2000_100_50_50_100,0.39377614749447076,0.39377614749447076,0.39377614749447076,
151673_2000_100_50_50_300,0.42744621198009863,0.42744621198009863,0.42744621198009863,
151673_2000_100_50_50_500,0.45488357096054866,0.45488357096054866,0.45488357096054866,
151673_5000_50_15_10_100,0.25163549188205947,0.25163549188205947,0.25163549188205947,
151673_5000_50_15_10_300,0.24277886759797937,0.24277886759797937,0.24277886759797937,
151673_5000_50_15_10_500,0.22707566882202262,0.22707566882202262,0.22707566882202262,
151673_5000_50_15_30_100,0.40018652723517006,0.40018652723517006,0.40018652723517006,
151673_5000_50_15_30_300,0.3270654610818333,0.3270654610818333,0.3270654610818333,
151673_5000_50_15_30_500,0.2370505095445918,0.2370505095445918,0.2370505095445918,
151673_5000_50_15_50_100,0.4233393387956143,0.4233393387956143,0.4233393387956143,
151673_5000_50_15_50_300,0.3808189401200567,0.3808189401200567,0.3808189401200567,
151673_5000_50_15_50_500,0.40988668098155456,0.40988668098155456,0.40988668098155456,
151673_5000_50_30_10_100,0.2318415941126343,0.2318415941126343,0.2318415941126343,
151673_5000_50_30_10_300,0.25566486431995156,0.25566486431995156,0.25566486431995156,
151673_5000_50_30_10_500,0.26360225238650004,0.26360225238650004,0.26360225238650004,
151673_5000_50_30_30_100,0.3261718904854872,0.3261718904854872,0.3261718904854872,
151673_5000_50_30_30_300,0.35075371921081544,0.35075371921081544,0.35075371921081544,
151673_5000_50_30_30_500,0.3256369373470905,0.3256369373470905,0.3256369373470905,
151673_5000_50_30_50_100,0.324150647837064,0.324150647837064,0.324150647837064,
151673_5000_50_30_50_300,0.33883374955171813,0.33883374955171813,0.33883374955171813,
151673_5000_50_30_50_500,0.21192254189896378,0.21192254189896378,0.21192254189896378,
151673_5000_50_50_10_100,0.2553337727096201,0.2553337727096201,0.2553337727096201,
151673_5000_50_50_10_300,0.2646591800624487,0.2646591800624487,0.2646591800624487,
151673_5000_50_50_10_500,0.3542284470564326,0.3542284470564326,0.3542284470564326,
151673_5000_50_50_30_100,0.3906060908234124,0.3906060908234124,0.3906060908234124,
151673_5000_50_50_30_300,0.2712762346431167,0.2712762346431167,0.2712762346431167,
151673_5000_50_50_30_500,0.34708567798049256,0.34708567798049256,0.34708567798049256,
151673_5000_50_50_50_100,0.36482185037746867,0.36482185037746867,0.36482185037746867,
151673_5000_50_50_50_300,0.40083852050014845,0.40083852050014845,0.40083852050014845,
151673_5000_50_50_50_500,0.26361454896016595,0.26361454896016595,0.26361454896016595,
151673_5000_100_15_10_100,0.23996163661352587,0.23996163661352587,0.23996163661352587,
151673_5000_100_15_10_300,0.2739901959489076,0.2739901959489076,0.2739901959489076,
151673_5000_100_15_10_500,0.34611929287035303,0.34611929287035303,0.34611929287035303,
151673_5000_100_15_30_100,0.37135474383060696,0.37135474383060696,0.37135474383060696,
151673_5000_100_15_30_300,0.2881128600484567,0.2881128600484567,0.2881128600484567,
151673_5000_100_15_30_500,0.31532408242369664,0.31532408242369664,0.31532408242369664,
151673_5000_100_15_50_100,0.38888302460822705,0.38888302460822705,0.38888302460822705,
151673_5000_100_15_50_300,0.36030625796486143,0.36030625796486143,0.36030625796486143,
151673_5000_100_15_50_500,0.295331100711676,0.295331100711676,0.295331100711676,
151673_5000_100_30_10_100,0.21573128728699315,0.21573128728699315,0.21573128728699315,
151673_5000_100_30_10_300,0.2795345414125886,0.2795345414125886,0.2795345414125886,
151673_5000_100_30_10_500,0.2654969436600859,0.2654969436600859,0.2654969436600859,
151673_5000_100_30_30_100,0.3473935380522927,0.3473935380522927,0.3473935380522927,
151673_5000_100_30_30_300,0.22535111144769596,0.22535111144769596,0.22535111144769596,
151673_5000_100_30_30_500,0.2514787801884474,0.2514787801884474,0.2514787801884474,
151673_5000_100_30_50_100,0.33546393666303587,0.33546393666303587,0.33546393666303587,
151673_5000_100_30_50_300,0.3979149852805593,0.3979149852805593,0.3979149852805593,
151673_5000_100_30_50_500,0.255635085474226,0.255635085474226,0.255635085474226,
151673_5000_100_50_10_100,0.1770929950178926,0.1770929950178926,0.1770929950178926,
151673_5000_100_50_10_300,0.21571485143801455,0.21571485143801455,0.21571485143801455,
151673_5000_100_50_10_500,0.22895925699972042,0.22895925699972042,0.22895925699972042,
151673_5000_100_50_30_100,0.21294375408684185,0.21294375408684185,0.21294375408684185,
151673_5000_100_50_30_300,0.22912464303691168,0.22912464303691168,0.22912464303691168,
151673_5000_100_50_30_500,0.21276892546263426,0.21276892546263426,0.21276892546263426,
151673_5000_100_50_50_100,0.2490404333155619,0.2490404333155619,0.2490404333155619,
151673_5000_100_50_50_300,0.25832030033779285,0.25832030033779285,0.25832030033779285,
151673_5000_100_50_50_500,0.2034812596799124,0.2034812596799124,0.2034812596799124,
