,0,1,2
151672_1000_50_15_10_100,0.44496713408562727,0.4724503299431211,0.3299894395908302
151672_1000_50_15_10_300,0.4402495626757342,0.35422657205822533,0.31539284199888595
151672_1000_50_15_10_500,0.40711428076234746,0.4134318803335027,0.42551932459881037
151672_1000_50_15_30_100,0.4752824296766584,0.426327759848659,0.35858202067465583
151672_1000_50_15_30_300,0.43165952158354837,0.4325489396548696,0.4021052213404516
151672_1000_50_15_30_500,0.44795996269531063,0.4469743765225597,0.3555987272958947
151672_1000_50_15_50_100,0.49458658599253935,0.4540699696533101,0.3744890317548433
151672_1000_50_15_50_300,0.4619471164275559,0.484427738435654,0.3803576799247224
151672_1000_50_15_50_500,0.40779466908655704,0.4646070415106708,0.5207930572561776
151672_1000_50_30_10_100,0.4602792181155439,0.35917355395523703,0.4009548699699365
151672_1000_50_30_10_300,0.42645048849065803,0.3701597316891533,0.3472069667087271
151672_1000_50_30_10_500,0.4647078242843398,0.42482284080479804,0.5121804505123465
151672_1000_50_30_30_100,0.3681780109179525,0.3662098431641047,0.3455850063374088
151672_1000_50_30_30_300,0.3520249163247556,0.40158754027486177,0.42264088260474875
151672_1000_50_30_30_500,0.3059391652367664,0.5057272958307214,0.44039991807979095
151672_1000_50_30_50_100,0.43838449881733355,0.37118557666031377,0.3682330874441099
151672_1000_50_30_50_300,0.3902129443928954,0.39192457660282526,0.4684592165158764
151672_1000_50_30_50_500,0.6721646020577948,0.529186896691355,0.46635476422388883
151672_1000_50_50_10_100,0.4679351878511269,0.43192452163315836,0.44116892776943467
151672_1000_50_50_10_300,0.3515298115635195,0.48960696413966315,0.374219220540877
151672_1000_50_50_10_500,0.5135942216504882,0.39746010266697046,0.43923444799308753
151672_1000_50_50_30_100,0.44973032018882375,0.5077614020224885,0.4994668605988818
151672_1000_50_50_30_300,0.43586068338898964,0.4925634815258055,0.43735631092772076
151672_1000_50_50_30_500,0.42387699931867956,0.47881383530354443,0.4760827945702297
151672_1000_50_50_50_100,0.35236773203372546,0.4053032008020793,0.3537538282193162
151672_1000_50_50_50_300,0.4483285664862641,0.555607651141958,0.3521488985380524
151672_1000_50_50_50_500,0.5033787402534146,0.46524300821166337,0.678733795037998
151672_1000_100_15_10_100,0.36989120517709645,0.348140061079799,0.34335195533954616
151672_1000_100_15_10_300,0.515959117459184,0.49241298778512577,0.4863682991392546
151672_1000_100_15_10_500,0.4884127300969597,0.46262345007329436,0.4521263799898397
151672_1000_100_15_30_100,0.401176829203255,0.3824692747366075,0.4368612745671213
