,0,1,2
151672_1000_50_15_10_100,0.3947419163938435,0.3947419163938435,0.3947419163938435
151672_1000_50_15_10_300,0.37675816263721645,0.37675816263721645,0.37675816263721645
151672_1000_50_15_10_500,0.30660419953405327,0.30660419953405327,0.30660419953405327
151672_1000_50_15_30_100,0.3862416122427302,0.3862416122427302,0.3862416122427302
151672_1000_50_15_30_300,0.4161988912283495,0.4161988912283495,0.4161988912283495
151672_1000_50_15_30_500,0.5327867286365036,0.5327867286365036,0.5327867286365036
151672_1000_50_15_50_100,0.450004073181567,0.450004073181567,0.450004073181567
151672_1000_50_15_50_300,0.44252140068882106,0.44252140068882106,0.44252140068882106
151672_1000_50_15_50_500,0.418035103933363,0.418035103933363,0.418035103933363
151672_1000_50_30_10_100,0.4333807014134747,0.4333807014134747,0.4333807014134747
151672_1000_50_30_10_300,0.3366491131823534,0.3366491131823534,0.3366491131823534
151672_1000_50_30_10_500,0.4317191292802709,0.4317191292802709,0.4317191292802709
151672_1000_50_30_30_100,0.5009479896488164,0.5009479896488164,0.5009479896488164
151672_1000_50_30_30_300,0.3535848308520065,0.3535848308520065,0.3535848308520065
151672_1000_50_30_30_500,0.4174492846267615,0.4174492846267615,0.4174492846267615
151672_1000_50_30_50_100,0.4911817456963623,0.4911817456963623,0.4911817456963623
151672_1000_50_30_50_300,0.46361660660505843,0.46361660660505843,0.46361660660505843
151672_1000_50_30_50_500,0.6532066258101632,0.6532066258101632,0.6532066258101632
151672_1000_50_50_10_100,0.2725734470264868,0.2725734470264868,0.2725734470264868
151672_1000_50_50_10_300,0.33387831094108406,0.33387831094108406,0.33387831094108406
151672_1000_50_50_10_500,0.5477509072294532,0.5477509072294532,0.5477509072294532
151672_1000_50_50_30_100,0.34796629683299757,0.34796629683299757,0.34796629683299757
151672_1000_50_50_30_300,0.48938480776312965,0.48938480776312965,0.48938480776312965
151672_1000_50_50_30_500,0.45313533331710115,0.45313533331710115,0.45313533331710115
151672_1000_50_50_50_100,0.44007520309217285,0.44007520309217285,0.44007520309217285
151672_1000_50_50_50_300,0.46320046080681876,0.46320046080681876,0.46320046080681876
151672_1000_50_50_50_500,0.41952481681629294,0.41952481681629294,0.41952481681629294
151672_1000_100_15_10_100,0.3645672897233208,0.3645672897233208,0.3645672897233208
151672_1000_100_15_10_300,0.5198602140663409,0.5198602140663409,0.5198602140663409
151672_1000_100_15_10_500,0.5284581477287787,0.5284581477287787,0.5284581477287787
151672_1000_100_15_30_100,0.44123469665745224,0.44123469665745224,0.44123469665745224
151672_1000_100_15_30_300,0.38864500995341383,0.38864500995341383,0.38864500995341383
151672_1000_100_15_30_500,0.46761231636413675,0.46761231636413675,0.46761231636413675
151672_1000_100_15_50_100,0.40105401578438954,0.40105401578438954,0.40105401578438954
151672_1000_100_15_50_300,0.4951221405084347,0.4951221405084347,0.4951221405084347
151672_1000_100_15_50_500,0.4964041372808812,0.4964041372808812,0.4964041372808812
151672_1000_100_30_10_100,0.3911255796484242,0.3911255796484242,0.3911255796484242
151672_1000_100_30_10_300,0.3930812532705002,0.3930812532705002,0.3930812532705002
151672_1000_100_30_10_500,0.36352740865924454,0.36352740865924454,0.36352740865924454
151672_1000_100_30_30_100,0.3972532426853913,0.3972532426853913,0.3972532426853913
151672_1000_100_30_30_300,0.44370716288204315,0.44370716288204315,0.44370716288204315
151672_1000_100_30_30_500,0.440560705895892,0.440560705895892,0.440560705895892
151672_1000_100_30_50_100,0.375298647451524,0.375298647451524,0.375298647451524
151672_1000_100_30_50_300,0.40549644258219797,0.40549644258219797,0.40549644258219797
151672_1000_100_30_50_500,0.49288197628913355,0.49288197628913355,0.49288197628913355
151672_1000_100_50_10_100,0.3718593617518311,0.3718593617518311,0.3718593617518311
151672_1000_100_50_10_300,0.3741006334854542,0.3741006334854542,0.3741006334854542
151672_1000_100_50_10_500,0.33382750033125363,0.33382750033125363,0.33382750033125363
151672_1000_100_50_30_100,0.3293304154813491,0.3293304154813491,0.3293304154813491
