,0,1,2
151673_1000_50_15_10_100,0.39076752820590743,0.43088408774708237,0.3937598049640684
151673_1000_50_15_10_300,0.3297262205562924,0.4140450417389087,0.3611144539989918
151673_1000_50_15_10_500,0.31262773506190894,0.39786891109731254,0.3063599969334067
151673_1000_50_15_30_100,0.4166918668907172,0.39301268489189756,0.35918093744975366
151673_1000_50_15_30_300,0.45097757044816283,0.3976524972087262,0.3911212947276429
151673_1000_50_15_30_500,0.40956483418681805,0.41662377593780486,0.40427716929759294
151673_1000_50_15_50_100,0.39359383746416426,0.41098959478315683,0.34533427609222217
151673_1000_50_15_50_300,0.39927467315362625,0.3934867508268679,0.2991793077450172
151673_1000_50_15_50_500,0.42520433092494736,0.4123804161869919,0.4266223606084127
151673_1000_50_30_10_100,0.27304334726196927,0.34167096393645713,0.341498293010591
151673_1000_50_30_10_300,0.2527079400200535,0.33036804002840203,0.27506154047360337
151673_1000_50_30_10_500,0.22435200945445158,0.2574535135273779,0.27505254338797674
151673_1000_50_30_30_100,0.4187201737975254,0.4042600122631697,0.3764187223636883
151673_1000_50_30_30_300,0.37044170967775225,0.45961304895949867,0.37253953834849163
151673_1000_50_30_30_500,0.3576493849011758,0.43927191643551144,0.3480859430952966
151673_1000_50_30_50_100,0.4515106019434799,0.4602425349813656,0.4071275998088009
151673_1000_50_30_50_300,0.4211720987642396,0.35812674033442615,0.352244157673617
151673_1000_50_30_50_500,0.34884384973647775,0.38748857119339786,0.4011797477732235
151673_1000_50_50_10_100,0.28967369833592627,0.3717741981434566,0.3596103004816265
151673_1000_50_50_10_300,0.28557293453365806,0.27486535552654084,0.34880161832645673
151673_1000_50_50_10_500,0.29206174642625643,0.2835750231095181,0.3519943982262822
151673_1000_50_50_30_100,0.34009149510055775,0.3576676200578909,0.4017222268992389
151673_1000_50_50_30_300,0.3680271891485259,0.38781580944911614,0.3310919340523156
151673_1000_50_50_30_500,0.3589736251660449,0.3865643369995774,0.3162256773642946
151673_1000_50_50_50_100,0.4201942504130278,0.4121420408270555,0.4388165426048513
151673_1000_50_50_50_300,0.3997414366635826,0.4070343816580254,0.4057029036103574
151673_1000_50_50_50_500,0.34041676875003857,0.42932329973015754,0.3952198216948224
151673_1000_100_15_10_100,0.3280016159113794,0.38708131658834727,0.35092453003354257
151673_1000_100_15_10_300,0.3590450451177143,0.33704107028345814,0.35248295263568435
151673_1000_100_15_10_500,0.38221727413070017,0.3284153460813194,0.35385617820644366
151673_1000_100_15_30_100,0.39366813959786895,0.39061967429901645,0.40992849334429365
151673_1000_100_15_30_300,0.4142097149406184,0.4279442499378156,0.40041959262925936
151673_1000_100_15_30_500,0.4147593239064831,0.41413790767429437,0.38331033810114834
151673_1000_100_15_50_100,0.3979667269557293,0.3933334463923615,0.41741970822385915
151673_1000_100_15_50_300,0.429933335969975,0.44189682986135964,0.3897883254419292
151673_1000_100_15_50_500,0.42313426323101344,0.39278511144247363,0.3596830297542796
151673_1000_100_30_10_100,0.26782056218740086,0.36111156959374935,0.4261506241099447
151673_1000_100_30_10_300,0.2295701717489567,0.4263582328995172,0.31379396353376826
151673_1000_100_30_10_500,0.23608470319722713,0.1986255020217225,0.2917024590895153
151673_1000_100_30_30_100,0.4137152001421964,0.45231439501838516,0.40455119659483413
151673_1000_100_30_30_300,0.40798540279598156,0.4195331977162205,0.449639738245284
151673_1000_100_30_30_500,0.31723404259047117,0.32472311992865605,0.43518481440003054
151673_1000_100_30_50_100,0.35485847696106015,0.3492475357127121,0.4294161317327251
151673_1000_100_30_50_300,0.38014484814568844,0.38684233865773293,0.3975120938818896
151673_1000_100_30_50_500,0.403376349085563,0.3693825336502721,0.44818869508128417
151673_1000_100_50_10_100,0.368134133281409,0.28603633526525374,0.36698578546613636
151673_1000_100_50_10_300,0.2985754490375457,0.34939942750757896,0.30386038095676987
151673_1000_100_50_10_500,0.26742000680771716,0.31617236291328266,0.37571980942434713
151673_1000_100_50_30_100,0.39630705451767223,0.3752636550887788,0.40393577965794647
151673_1000_100_50_30_300,0.388557947060908,0.43027999171755427,0.41208001040621267
151673_1000_100_50_30_500,0.3908091652756837,0.40548309734376237,0.42368163230095285
151673_1000_100_50_50_100,0.3469251454446624,0.4036526580842407,0.33701907384738333
151673_1000_100_50_50_300,0.3962527024684859,0.4824765121237647,0.3947910527707637
151673_1000_100_50_50_500,0.42297195955754324,0.37627549011942335,0.41165944235220997
151673_2000_50_15_10_100,0.3931618988080212,0.4209460212721985,0.3609087020950803
151673_2000_50_15_10_300,0.3840868982512167,0.35817643465933735,0.3247639250533781
151673_2000_50_15_10_500,0.2736963536647802,0.37556829307497175,0.3195201905388139
151673_2000_50_15_30_100,0.42396543581646234,0.4696832230541081,0.45258837386309997
151673_2000_50_15_30_300,0.3553324750277478,0.37580883310624547,0.5272017814151552
151673_2000_50_15_30_500,0.42433575244074917,0.4567205120885242,0.4519098188700765
151673_2000_50_15_50_100,0.39806816067876727,0.4199571848654114,0.42640749527100014
151673_2000_50_15_50_300,0.36489356420105634,0.37715910625002336,0.42377196035138903
