,0,1,2
151507_1000_50_15_10_100,0.32979276354080234,0.2803692398500842,0.25364123024482377
151507_1000_50_15_10_300,0.3439389330715634,0.3741710009005548,0.24679272832081894
151507_1000_50_15_10_500,0.3426187079157779,0.3119063378944095,0.26505591791824756
151507_1000_50_15_30_100,0.5103158618826494,0.3910354730133957,0.3094172968531225
151507_1000_50_15_30_300,0.428219292036622,0.3937917059066915,0.345299728981106
151507_1000_50_15_30_500,0.46452220259258464,0.31710223819498945,0.32504792976738955
151507_1000_50_15_50_100,0.42150050623852814,0.48079942727445085,0.4609400342327509
151507_1000_50_15_50_300,0.46559332526652547,0.4154546746340159,0.3481885528182409
151507_1000_50_15_50_500,0.4696917225365524,0.4116325752508981,0.3536116251437729
151507_1000_50_30_10_100,0.33424653298845347,0.24749292100473372,0.3351267773838038
151507_1000_50_30_10_300,0.290584455047328,0.2803204478151243,0.282928360545098
151507_1000_50_30_10_500,0.23602259509276555,0.23081150430105976,0.27915236727042464
151507_1000_50_30_30_100,0.30663279844510866,0.43430450330239917,0.3337061719534606
151507_1000_50_30_30_300,0.41164476024684366,0.37189643944970713,0.3527425413751514
151507_1000_50_30_30_500,0.33816765250963426,0.4181227877162641,0.3540338805274317
151507_1000_50_30_50_100,0.4425308921933291,0.46965583769994085,0.3828087294014108
151507_1000_50_30_50_300,0.3156182159554246,0.4592341998101611,0.37323322178498425
151507_1000_50_30_50_500,0.35328092388318894,0.37544154441171046,0.27842849470152414
151507_1000_50_50_10_100,0.22253434268797612,0.3030622426932294,0.26851414872123464
151507_1000_50_50_10_300,0.2701781237733595,0.37735996206034145,0.27081425465663034
151507_1000_50_50_10_500,0.2621612847361745,0.365805155012777,0.2594288389230066
151507_1000_50_50_30_100,0.321737212429916,0.33912016782675064,0.32179602869548674
151507_1000_50_50_30_300,0.341240838081555,0.4529595842994578,0.29118313421471137
151507_1000_50_50_30_500,0.349835976885331,0.3707836424495511,0.35899530960373616
151507_1000_50_50_50_100,0.39701348043714363,0.40692398184818157,0.3826754683253647
151507_1000_50_50_50_300,0.32597399478213995,0.46038387247115303,0.26399568697463854
151507_1000_50_50_50_500,0.317289246754135,0.39437632673746653,0.2524220373146819
151507_1000_100_15_10_100,0.3131096756590789,0.3306560847992912,0.3585218338847472
151507_1000_100_15_10_300,0.3222512425553059,0.3690003280114074,0.32043165498910986
151507_1000_100_15_10_500,0.3037151593407803,0.36944160176157964,0.3474763870468236
151507_1000_100_15_30_100,0.42765936097362506,0.31325893308419483,0.5127254763803292
151507_1000_100_15_30_300,0.5192322765930562,0.2898424422080424,0.4865173944176559
151507_1000_100_15_30_500,0.4516305473198992,0.29964565335702703,0.4566361794834059
151507_1000_100_15_50_100,0.4785340865714899,0.44250485472232026,0.4551690744950821
151507_1000_100_15_50_300,0.3923060304189226,0.3710769513744639,0.5133933399808699
151507_1000_100_15_50_500,0.42713302065830383,0.40332961409403056,0.4690474001848444
151507_1000_100_30_10_100,0.3710930245941888,0.3116235703796079,0.31346761309542925
151507_1000_100_30_10_300,0.3741728226457558,0.29535191951737805,0.36912015374481866
151507_1000_100_30_10_500,0.3755783493165454,0.2946801653088379,0.3425040428989915
151507_1000_100_30_30_100,0.31901537548073533,0.38234107877269036,0.4920742721456448
151507_1000_100_30_30_300,0.404213453296093,0.40536242569938197,0.35006955977405413
151507_1000_100_30_30_500,0.45680412017957717,0.3770005906443886,0.4666838829831671
151507_1000_100_30_50_100,0.562475467887954,0.42674207891500937,0.47116755606518496
151507_1000_100_30_50_300,0.40334128580518996,0.43857073085957926,0.4154626435446442
