,0,1,2,3,4,5,6,7,8,9
151507,0.4814070112906008,0.4998064906979493,0.4932494433241985,0.49556373454537594,0.48254838064834754,0.48314614655150223,0.46972751986159733,0.467460616910535,0.45977113571104195,0.46776555144294796
151508,0.3447335966815211,0.34828995360569354,0.4504797130458613,0.3460608069252403,0.3756694131251063,0.3742969982540134,0.31960254524515247,0.3517884488140044,0.3779105311312821,0.26862581067388985
151509,0.3266149785725863,0.3257319048410998,0.34876883818944654,0.331146584249939,0.30490257294433487,0.33021935114419915,0.3243641261867818,0.4046989018191867,0.30440696859432154,0.33161582196726247
151510,0.3177350230465672,0.3987521680331924,0.24294098698835198,0.32593868901548245,0.2867565275811433,0.433934565071614,0.24405588069865503,0.3180195656739399,0.38361703491372257,0.3892232647531805
151669,0.3183594995820497,0.29571309466131307,0.3083922917881449,0.30862790620101427,0.32390165168238017,0.3140744170655242,0.30955356314796656,0.35292303325969054,0.30862790620101427,0.3528175995006827
151670,0.13880444372618853,0.3241149777147769,0.5556143489195501,0.5448831234971323,0.5406486292402988,0.35491517438685277,0.5018155622635848,0.5362670410025461,0.5473726654373027,0.333252232436936
151671,0.3819243152152882,0.34706600039614344,0.2189901687637753,0.35551236093474836,0.455986902874208,0.31803788299887203,0.19146816794373786,0.4245399908722271,0.3334770266441058,0.4244287966488705
151672,0.5059750171904711,0.4101414236805862,0.5217759252735971,0.7622046922713154,0.7294116184375835,0.7023480394104632,0.41621276857035366,0.45832636185295306,0.46389947577941343,0.7186962393345998
151673,0.4360791168693982,0.4192005356366269,0.3558609013791439,0.4096155155597661,0.3554169762753829,0.4395055688312584,0.4411443718615494,0.29202425734992926,0.36353667175917687,0.4125363892558361
151674,0.38808576905694864,0.40352424170103907,0.46264673591658906,0.4084466654640472,0.41843632930262475,0.4012771102413678,0.406574247646108,0.4508361886516227,0.4584008424454835,0.46595778766283336
151675,0.4646837966574995,0.4547178498104416,0.4566747285587562,0.44837618118952005,0.43967108993863635,0.43584157848342786,0.45359111310147837,0.459417755901637,0.47206770447738644,0.4711690611751223
151676,0.36632930905111566,0.33533559125073364,0.401655181163973,0.323588641660148,0.359109747201342,0.34646703082395036,0.34840478729846486,0.3397750010304937,0.3376774305137069,0.33950116627493754
