,0,1,2,3,4,5,6,7,8,9
151507,0.5037087342728387,0.5892549835689194,0.5349621545530441,0.5534396247283444,0.5135366466057436,0.5262337304658785,0.5844515911803726,0.5789278820132034,0.528023471763709,0.5273587768069828
151508,0.5255182287186095,0.48714053253685485,0.47624832697276237,0.49940424595348887,0.5275473289465952,0.5182070039751953,0.43306737272488943,0.47770467766498353,0.5025080937198125,0.5015668324732471
151509,0.4986885832363188,0.5208300108575706,0.5226243976123273,0.49234611101161524,0.5077600922910379,0.38508530294695065,0.4952299012957188,0.3181586599076225,0.49681774260911765,0.4841496525198514
151510,0.5509925248508175,0.4707252881571526,0.5380232133778364,0.42402024898026325,0.5038550600221453,0.49060155877445494,0.527859524562187,0.4999790061031677,0.509032640815166,0.45943391018203933
151669,0.269867787116337,0.39381947922375893,0.410480182723149,0.35772376094668384,0.38845885501868405,0.4272284808765651,0.44480815518859895,0.454282172308983,0.4527123427431179,0.3790064601603839
151670,0.33910240109198503,0.46313084818835065,0.41393432554254256,0.39167258722571574,0.3247844906975824,0.34072300402058364,0.3800399406005836,0.4614930457896636,0.39620611113888504,0.4354662628167727
151671,0.577807150590261,0.5855651092854053,0.5932076753937859,0.588009656019497,0.5664684733663687,0.5863741446267648,0.592576140853106,0.5852566022861508,0.578107855966037,0.5883002844200579
151672,0.606461321412981,0.5738983012268687,0.5762488447159343,0.6336396272074115,0.5779992718033179,0.570561522817611,0.5720752792973033,0.6325683396034999,0.5709290896438748,0.579650418470777
151673,0.5989484849676234,0.583544727537737,0.5927000116286054,0.6058432650311282,0.5905930458426787,0.576218796623229,0.5884503059273357,0.5986875559425779,0.585652921204538,0.5637719372004096
151674,0.4162625503456547,0.5743572088030813,0.6546736885290176,0.5241460924100558,0.4436736487109856,0.6583127442494703,0.5316035834270832,0.43648043757055505,0.6200532911678192,0.3519594983566913
151675,0.5149190631763857,0.46220847024059875,0.592374342144282,0.5656947843942077,0.575255685616885,0.5678490867840272,0.6031574529260125,0.590098215661741,0.6170528667385738,0.5754877121688713
151676,0.5837522764639492,0.5697607944312516,0.6053236339251191,0.5700290406308088,0.5748794930733345,0.5821991537019825,0.596254614229333,0.5683707608459688,0.5137421112675736,0.5657080982310339
