,0,1,2,3,4,5,6,7,8,9
151508,0.4917872711662784,0.36888503220876584,0.5024226580663597,0.4948056394381447,0.49252366449855917,0.45073324426222705,0.4255629065141317,0.4472488112221965,0.44721163547297105,0.5159370643064151
151509,0.46307185965677805,0.4517836888893784,0.4621072846023921,0.4328297530700445,0.46690191178423934,0.4711993489873146,0.46913747673114287,0.42087633658334783,0.4648679937258915,0.4436006808025212
151510,0.5204667719199774,0.44382793527369924,0.43971909739316734,0.48462737460208827,0.38165514809032025,0.4270607782218415,0.34824203908105766,0.3532744121574739,0.4182642311994911,0.34217210860423436
151669,0.3661519704997129,0.4169211747885555,0.3660348691651566,0.3379987617421149,0.26748616538869413,0.35537984935067696,0.32945616189810045,0.408871621230965,0.34198903661850355,0.5204620913736681
151670,0.5127756826245354,0.3666610586403732,0.3381638233597487,0.2974082564133317,0.3221415764207296,0.38401607730115206,0.34564768802909074,0.3980201951162746,0.3366773966853604,0.40275895076688045
151671,0.714390022809173,0.6984428521264842,0.6675707523010251,0.6132526329065724,0.6996998581701251,0.6925550591549287,0.5996147657526449,0.7021167776298299,0.5809724942570107,0.7011457328700146
151672,0.519370295305849,0.556060395259063,0.5384787873138361,0.5764885051204385,0.6266260114047361,0.5640820561496037,0.47665353693074386,0.5375764610412727,0.5876601543980877,0.5130517699368106
151673,0.5296018956320342,0.4521138033347003,0.5281662883491092,0.4318789608717157,0.5130198175268302,0.569608423554266,0.4254007117752731,0.5082755765584794,0.5712501756987671,0.46006431296167877
151674,0.4972990854963354,0.30821762232260036,0.3839705351992676,0.40293379357900666,0.4030652620076527,0.45492405874617525,0.4817792236597785,0.42252022421687846,0.49189995605136605,0.4293783534364189
151675,0.4817876568285086,0.4731324943609155,0.49370963066969964,0.4475248618619657,0.4610768597759389,0.47639944687088576,0.47588608698418916,0.5543834795573253,0.526354208837435,0.4793540046274973
151676,0.46100214035039905,0.43197567565743844,0.384199356947335,0.4435117824426012,0.45775227725028217,0.46743476657697447,0.48599587331739696,0.47817015811624347,0.4599124387081146,0.4483786888250377
