,n_samples,HVGs,scVI,cell_typing,emd_distance,clustering
0,1,1.8327322006225584,221.61669254302976,14.330472707748411,92.71049547195436,23.599448919296265
0,1,1.8327322006225584,566.3233633041382,8.222856998443604,75.42851424217224,19.59682846069336
0,1,1.8327322006225584,797.8563919067383,8.186148405075073,83.07450008392334,22.29585027694702
0,2,1.8130536079406736,1828.3328485488887,34.99543619155884,367.0561628341675,51.89633393287659
0,1,1.8327322006225584,1363.1590247154236,8.495758533477783,94.35113191604614,28.864275217056274
0,3,1.8641998767852783,2459.6121532917023,30.51574683189392,999.4465427398682,110.2686665058136
0,1,1.8327322006225584,771.4347360134125,8.261064052581787,84.8385808467865,23.800618648529053
0,6,2.2837820053100586,1974.630227088928,45.78996658325195,4000.345348834992,262.2841665744781
0,3,1.8641998767852783,1860.901583194733,14.733803033828735,929.8285992145538,105.993976354599
0,2,1.8130536079406736,4122.035892486572,17.638291597366333,337.086012840271,61.43956637382507
0,7,2.3412086963653564,1135.7639660835266,57.9825611114502,5566.297983407974,319.5741558074951
0,2,1.8130536079406736,375.766389131546,17.38831925392151,368.20380115509033,51.24454927444458
0,3,1.8641998767852783,1119.7846047878263,15.107871770858765,982.6900098323822,92.40347146987916
0,2,1.8130536079406736,1314.473279953003,17.569857835769653,337.24381589889526,49.51563310623169
0,2,1.8130536079406736,504.8819463253021,18.462596893310547,371.48106122016907,73.29051184654236
0,4,1.9285054206848145,9277.180313110352,38.93106985092163,1525.605036020279,174.17328882217407
0,3,1.8641998767852783,1601.684954404831,14.879685163497925,864.8623065948486,125.6161904335022
0,6,2.2837820053100586,2034.616755962372,38.458561182022095,4028.7878091335297,210.1501216888428
0,3,1.8641998767852783,1181.2520577907562,14.60271430015564,952.7993302345276,106.111013174057
0,7,2.3412086963653564,1110.984116077423,36.13966512680054,5211.451339483261,266.18349409103394
0,6,2.2837820053100586,2270.479667425156,31.9603750705719,3832.1840240955353,223.89518761634827
0,4,1.9285054206848145,10903.349778175354,19.920977354049683,1804.149259090424,124.19795799255373
0,6,2.2837820053100586,1716.8999235630035,28.344688892364506,4736.213837385178,222.1423954963684
0,6,2.2837820053100586,3230.8243770599365,30.89944624900818,4193.27131986618,220.86760783195496
0,4,1.9285054206848145,12756.698892593384,18.705419778823853,1930.6073462963104,144.87144899368286
0,4,1.9285054206848145,12729.997283935547,19.91343069076538,1635.79727435112,172.39450645446777
