,0,1,2,3,4,5,6,7,8,9
151507,0.39086093096395724,0.39827278243571673,0.39502145676473666,0.4504717829385908,0.38531853907033103,0.4028530670133694,0.35977911909194005,0.4111260372145336,0.3455026938014419,0.34968270039377525
151508,0.3896413747306511,0.3592999486647793,0.37265049371292497,0.40648220587380285,0.3766051384893903,0.4065790962545446,0.33652004491955895,0.3947752463555388,0.35417715906059005,0.3692536674050576
151509,0.37392878707470545,0.35991532792842795,0.3954519910021232,0.41015261330450264,0.3479710682188322,0.34366259591356296,0.36970789318068553,0.3753290976801316,0.2982973619614917,0.41016690870475137
151510,0.3417333625002652,0.3568777103855419,0.3689602014727417,0.4172861237777469,0.3330122784319163,0.31212688951542467,0.3191346529686401,0.35683476404588255,0.2868749322475258,0.3599413115049723
151669,0.2282431135069071,0.23211141132594706,0.21423725227624016,0.26474758211412797,0.22289264219263424,0.26442934745565255,0.19904727204091435,0.23074225420288946,0.2529657718059287,0.24863264112963734
151670,0.22446797067252408,0.21460980380114486,0.2126299938419839,0.25355882698535587,0.23208024456855672,0.2471348712575869,0.20584350840450943,0.21417757180955227,0.2523147499970016,0.23493324091564777
151671,0.2995436469812776,0.3196973579311809,0.34364567399265095,0.37548184591020667,0.3100074646233371,0.36234601644869885,0.23068939869038668,0.3221134746854,0.3109567067871256,0.28681923027742995
151672,0.3183937518205817,0.3529014524131574,0.3801597224286049,0.4031044230983809,0.3263739653635809,0.3921095859541785,0.2700036810898405,0.34621577758346045,0.3484984449600615,0.30894244784692465
151673,0.3962552346741366,0.4148743268347165,0.4482987739559285,0.42768392747297423,0.41391172282217864,0.44292223693995697,0.3638334230033448,0.43564656991539213,0.4693571773119902,0.4201379332165853
151674,0.4333889816650389,0.39588939533101514,0.43390865147243074,0.4300117194453121,0.4024951940964087,0.4010172519040241,0.37776236946427194,0.4494048121383725,0.4269957353954076,0.4107417052494892
151675,0.4002750575163924,0.3958368501634112,0.41314921008901023,0.417803340389167,0.3963235686296703,0.40196681418372565,0.3666515492618408,0.42310511664265127,0.44630845171844064,0.37155159177864827
151676,0.38479790611351494,0.38595743035687863,0.43120996831784103,0.4070610376921743,0.39028446134394207,0.42190440841674776,0.34055680306644387,0.4063344831850431,0.44952102929335935,0.3820032918241627
