,0,1,2,3,4
151507_1000_256_5,0.2561606989006871,0.5055762343251972,0.3402734618267807,0.2253910435012053,0.3748979956063187
151507_1000_256_10,0.419476802935236,0.4454554757319888,0.4305562905111588,0.2892727006334799,0.4937815028509605
151507_1000_256_30,0.5198449900694486,0.4654791778401427,0.5209234696332218,0.4815800994591412,0.5456514325552216
151507_1000_256_50,0.5071585435956529,0.5287331312299579,0.501632468170054,0.5449208586222443,0.4656059267089327
151507_1000_512_5,0.4927826664736877,0.3535128131797299,0.4090686098785638,0.4636155214547599,0.4858096519065783
151507_1000_512_10,0.3343319879707485,0.5019522393704576,0.4537644743072285,0.3272962392894553,0.4884315102544785
151507_1000_512_30,0.5576892078486823,0.5088407508977202,0.5260523695595469,0.5651646085925179,0.5372094055965873
151507_1000_512_50,0.5255028819839334,0.5345072993620646,0.5405480204133617,0.5203904906261242,0.5421162386571426
151507_1000_1024_5,0.4217247786378523,0.4479233272170319,0.2832248316067686,0.4900587846817826,0.3506093134585659
151507_1000_1024_10,0.3348808397596972,0.495594660618368,0.5041538232772754,0.4975813932034678,0.5254445831096977
151507_1000_1024_30,0.5147790898597278,0.5152294187726453,0.5539390466954426,0.5220490523078698,0.5111106417202665
151507_1000_1024_50,0.491615034079045,0.5392735360533139,0.5514015901364657,0.5258529226929569,0.5533730846683957
151507_2000_256_5,0.3418376032460073,0.2485405531066545,0.4858114565219032,0.2807427813497639,0.3479241939314092
151507_2000_256_10,0.5529619673774784,0.5094628077440183,0.4990573323311484,0.302150333036867,0.4665747226257084
151507_2000_256_30,0.5617660545590945,0.5259687721902541,0.4880323563734447,0.5762886917915969,0.4610147718209871
151507_2000_256_50,0.5128088056316351,0.5998678576583312,0.5504598006034793,0.5614712246528356,0.5458049461884503
151507_2000_512_5,0.4240056887540417,0.2689241814695749,0.4866196685363241,0.4973090174232471,0.340680454741471
151507_2000_512_10,0.491199895591705,0.5301835996425165,0.4874837006849709,0.521534957990679,0.559354197810506
151507_2000_512_30,0.5631122660571923,0.5755598950989391,0.569002319386553,0.5611909604334677,0.5622082026340844
151507_2000_512_50,0.5459857463397003,0.5321582650248986,0.5791002864051148,0.5833216139155843,0.5367404349496497
151507_2000_1024_5,0.3031429415912459,0.4042889047697738,0.3032144071244964,0.4683218606620681,0.5123535936047741
151507_2000_1024_10,0.4908097659723209,0.536941698625423,0.4742223286828195,0.4821308629963779,0.3691064452402802
151507_2000_1024_30,0.5787282491442614,0.5204088193472063,0.4580303508562876,0.5737220315029072,0.537858830547686
151507_2000_1024_50,0.581100354210628,0.5355047105890622,0.4662624620374918,0.5330491628896631,0.5800087502062987
151507_5000_256_5,0.3972004552393312,0.2693766263138024,0.4052019731811967,0.4052423313118035,0.4014697298643205
151507_5000_256_10,0.4241689994690968,0.5680316442571902,0.54388966954229,0.5329090049918799,0.5042319521762302
151507_5000_256_30,0.5098414295133522,0.5743329187192722,0.5176652507924793,0.5846350329608793,0.5251856262460739
151507_5000_256_50,0.5368756658160929,0.5132291161640234,0.5050070206121607,0.5360400837106273,0.5184344291935794
151507_5000_512_5,0.4847011044792681,0.4280951293768348,0.4664818910586156,0.4030166913056924,0.4734539314642098
151507_5000_512_10,0.5486476106528666,0.5291270903177556,0.5467988221576572,0.4798033605493845,0.5037536946876489
