,0
1,2342.91796875
2,4113.14453125
3,7739.23828125
4,12839.25
5,17880.83203125
6,23700.9921875
7,31475.015625
9,49035.3046875
8,40163.29296875
10,58971.25390625
11,69511.38671875
12,80547.6953125
